Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
tag-line-id-tag-ring-bearer,Tag Line ID Tag - Ring Bearer,"This listing is for one aluminum pet tag with a tag line. It is 1.25"" and extremely light weight for your pet's comfort. Please chose the design &amp; shape that you like from the menu. If you don't choose one, we will use the design shown in picture 1.<br><br>If you see another font or shape that you like, we are happy to custom make anything for you. Feel free to use your own creative tag line too!<br><br>Other wedding tags are available here:<br><a href=""https://www.etsy.com/your/shops/TheLovingPaw/sections/12559112"" target=""_blank"">https://www.etsy.com/your/shops/TheLovingPaw/sections/12559112</a><br><br>To add a name &amp; phone number to the back of this tag please purchase here:<br><a href=""https://www.etsy.com/listing/153459818/add-on-name-phone-number-to-tag-line?ref=shop_home_active"" target=""_blank"">https://www.etsy.com/listing/153459818/add-on-name-phone-number-to-tag-line?ref=shop_home_active</a><br><br>Gift wrapping for this item is available here:<br><a href=""https://www.etsy.com/listing/153027723/gift-wrapping-add-on?ref=shop_home_active"" target=""_blank"">https://www.etsy.com/listing/153027723/gift-wrapping-add-on?ref=shop_home_active</a>",The Loving Paw,ID Tag,ID Tag,TRUE,Add Custom Stamping (+ $3.00),No,Add-on a Charm (+ $3.00),No,Add Swarovski Crystal Birthstone Charm (+ $3.00),No,RINGBEARER-TAG-1000,14,shopify,8,deny,manual,8,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/RINGBEARER-TAG-1000_IMG1_e03b78b2-6c7f-4f8b-a26c-0426452c6089.jpeg?v=1424421110,,FALSE,,,,,,,,,,,,,,,,,lb
tag-line-id-tag-ring-bearer,,,,,,,,No,,No,,Add Birthstone,RINGBEARER-TAG-1001,14,shopify,8,deny,manual,11,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/RINGBEARER-TAG-1000_IMG2_d3c2ea1a-4374-4fe4-95ff-6fbd37e8f542.jpeg?v=1424421110,,,,,,,,,,,,,,,,,,,lb
tag-line-id-tag-ring-bearer,,,,,,,,No,,Add Charm,,No,RINGBEARER-TAG-1002,14,shopify,8,deny,manual,11,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/RINGBEARER-TAG-1000_IMG3_42998bfa-1feb-45ef-91c1-91970b443bca.jpeg?v=1424421110,,,,,,,,,,,,,,,,,,,lb
tag-line-id-tag-ring-bearer,,,,,,,,No,,Add Charm,,Add Birthstone,RINGBEARER-TAG-1003,14,shopify,8,deny,manual,14,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/RINGBEARER-TAG-1000_IMG4_a3adafe3-e1a3-4cb5-8133-776b4653f88e.jpeg?v=1424421110,,,,,,,,,,,,,,,,,,,lb
tag-line-id-tag-ring-bearer,,,,,,,,Add Stamping,,No,,No,RINGBEARER-TAG-1004,14,shopify,8,deny,manual,8,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
tag-line-id-tag-ring-bearer,,,,,,,,Add Stamping,,No,,Add Birthstone,RINGBEARER-TAG-1005,14,shopify,8,deny,manual,11,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
tag-line-id-tag-ring-bearer,,,,,,,,Add Stamping,,Add Charm,,No,RINGBEARER-TAG-1006,14,shopify,8,deny,manual,11,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
tag-line-id-tag-ring-bearer,,,,,,,,Add Stamping,,Add Charm,,Add Birthstone,RINGBEARER-TAG-1007,14,shopify,8,deny,manual,14,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
custom-hand-stamped-baseball-lovers-pet-id-tag,Custom Hand Stamped Baseball Lovers Pet ID Tag,"Designed especially for baseball lovers!<br><br>This listing is for one 1 1/4"" baseball inspired pet ID tag. It is made with lightweight aluminum for your pet's comfort. Please choose which charm you'd like from the menu. <br><br>In your order, please include:<br>1. Your pet's name<br>2. A telephone number <br><br>If there is something that you would like that you don't see, please feel free to message me. I would be happy to work with you to create a custom piece.<br><br>* A percentage of each order goes to animal rescue organizations *<br><br>Gift wrapping available for this item here:<br><a href=""http://www.etsy.com/listing/153027723/gift-wrapping-add-on?ref=shop_home_active"" target=""_blank"">http://www.etsy.com/listing/153027723/gift-wrapping-add-on?ref=shop_home_active</a><br><br>If you'd like to add a birthstone to your pet's tag, Swarovski charms are available here:<br><a href=""https://www.etsy.com/listing/153028533/swarovski-crystal-birthstone-add-on?ref=shop_home_active"" target=""_blank"">https://www.etsy.com/listing/153028533/swarovski-crystal-birthstone-add-on?ref=shop_home_active</a>",The Loving Paw,ID Tag,ID Tag,TRUE,Select Charm,Baseball,Add-on a Charm (+ $3.00),No,Add Swarovski Crystal Birthstone Charm (+ $3.00),No,BASEBALLLVR-TAG-1000,14,shopify,10,deny,manual,12,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/BASEBALLLVR-TAG-1000_IMG1_858efd75-c166-4f73-a48a-f7cb8ffe6622.jpeg?v=1424421106,,FALSE,,,,,,,,,,,,,,,,,lb
custom-hand-stamped-baseball-lovers-pet-id-tag,,,,,,,,Baseball,,No,,Add Birthstone,BASEBALLLVR-TAG-1001,14,shopify,10,deny,manual,15,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/BASEBALLLVR-TAG-1000_IMG2_8d4ca1e9-0e13-4322-ab8a-f1b30862e505.jpeg?v=1424421106,,,,,,,,,,,,,,,,,,,lb
